id,category,name,address,city,state,zip,longitude,latitude,website,phone
LOC000019,Hotel,Amsterdam Hotel,19 Clarks Hill Ave,Stamford,CT,6902,41.054914,-73.529664,stamfordamsterdam.com,(203) 327-4300
LOC000020,Hotel,Courtyard Stamford Downtown,275 Summer St,Stamford,CT,6901,41.055232,-73.540571,marriott.com,(203) 358-8822
LOC000021,Hotel,Sheraton Stamford Hotel,700 E Main St,Stamford,CT,6901,41.054354,-73.531857,sheratonstamford.com,(203) 358-8400
LOC000022,Hotel,Hampton Inn & Suites Stamford,26 Mill River St,Stamford,CT,6902,41.052866,-73.546186,hamptoninn.hilton.com,(203) 353-9855
LOC000023,Hotel,Hotel Zero Degrees,909 Washington Blvd,Stamford,CT,6901,41.052196,-73.542201,hotelzerodegrees.com,(203) 363-7900
LOC000024,Hotel,Stamford Marriott Hotel & Spa,243 Tresser Blvd,Stamford,CT,6901,41.051457,-73.536229,marriott.com,(203) 357-9555�
LOC000025,Hotel,Super 8,32 Grenhart Rd,Stamford,CT,6902,41.045073,-73.558879,stamfordsuper8.com,(203) 324-8887
LOC000026,Hotel,Starwood Hotels & Resorts,333 Ludlow St,Stamford,CT,6902,41.042631,-73.533105,starwoodhotels.com,(203) 964-6000
LOC000027,Hotel,Hilton Stamford Hotel & Executive Meeting Center,1 1st Stamford Pl,Stamford,CT,6902,41.044308,-73.551189,hilton.com,(203) 967-2222
LOC000028,Hotel,La Quinta Inn & Suites Stamford / New York City,135 Harvard Ave,Stamford,CT,6902,41.043966,-73.56091,laquintastamfordnewyorkcity.com,(203) 357-7100
LOC000029,University,Rider University,2083 Lawrenceville Rd,Stamford,CT,8648,41.051819,-73.542229,rider.edu,(609) 896-5000�
LOC000030,University,University Hospital-Hamilton,1440 Lower Ferry Rd,Stamford,CT,8618,40.281651,-74.796005,rwjhamilton.org,(609) 890-4450�
LOC000031,Health Care Facility,Heart Care Specialists at Capital Health,2 Capital Way ,Stamford,CT,8534,40.293514,-74.806799,capitalheartcare.com,(609) 393-1524
LOC000032,Health Care Facility,"Delaware Valley OB/GYN and Infertility Group, PC",2 Princess Rd,Stamford,CT,8648,40.284096,-74.712402,delvalobgyn.com1 ,(609) 896-0777
LOC000033,Health Care Facility,Lawrence Ob-Gyn Associates,123 Franklin Corner Rd ,Stamford,CT,8648,40.279408,-74.715454,lawrenceobgyn.com,(609) 896-1400�
LOC000034,Health Care Facility,Lawrenceville Plastic Surgery,3131 Princeton Pike,Stamford,CT,8648,40.283302,-74.715973,lawrencevilleplasticsurgery.com,(609) 896-2525
LOC000035,Health Care Facility,Mercer-Bucks Orthopaedics,3120 Princeton Pike ,Stamford,CT,8648,41.12886,-73.399078,mercerbucksortho.com,(609) 896-0444�
LOC000036,Health Care Facility,Performance Spine & Sports Medicine,4056 Quakerbridge Rd ,Stamford,CT,8648,40.277008,-74.670723,njspineandsports.net1,(609) 588-8600�
LOC000037,U.S.Military,US Naval Weapons Station Earle,201 New Jersey 34,Colts Neck,NJ ,7722,40.087948,-74.041786,cnic.navy.mil,(732) 866-2171
LOC000038,U.S.Military,Fort Dix,17 miles SE of Trenton (POINT(-74.61312 40.004876)),Fort Dix,NJ,8640,40.21788,-74.759399,dix.army.mil,(609) 562-1011�
LOC000039,U.S.Military,US Army Reserve,1501 E Lycoming St,Philadelphia,PA,19124,40.0089,-75.096931,n/a,(215) 333-3043�
LOC000040,U.S.Military,McGuire Air Force Base,3548 Neely Road,Trenton ,NJ,8641,40.033871,-74.609138,afreserve.com,(800) 257-1212
LOC000041,U.S.Military,Naval Support Activity Philadelphia,700 Robbins St,Philadelphia,PA,19111,40.046158,-75.092886,dla.mil,(215) 737-2000
LOC000042,U.S.Military,US Defense Industrial Supply,700 Robbins St,Philadelphia,PA,19111,40.046158,-75.092886,navy.com  ,(215) 697-2000
LOC000043,U.S.Military,Pennsylvania National Guard,2700 Southampton Rd,Philadelphia,PA,19154,40.112213,-74.987816,pa.ng.mil,(215) 856-5900
LOC000044,U.S.Military,US Army Reserve,2150 Nottingham Way,Trenton ,NJ,8619,40.234192,-74.705765,usar.army.mil,(800) 359-8483�
LOC000045,U.S.Military,Army National Guard,151 Eggert Crossing Rd,Lawrenceville,NJ,8648,40.273004,-74.745291,nationalguard.com1,(609) 671-6600
LOC000046,Bank,Sovereign Bank,2371 New Jersey ,Robbinsville,NJ ,8691,40.19437,-74.599983,sovereignbank.com,(609) 259-3553�
LOC000047,Bank,PNC Bank,155 Marketplace Blvd,Hamilton Township,NJ,8691,40.191595,74.644344,pnc.com,(609) 581-7910�
LOC000048,Bank,Chase Bank,525 Marketplace Blvd,Hamilton Township,NJ,8691,40.194834,-74.640595,chase.com,(609) 585-3584�
LOC000049,Bank,3rd Federal Bank,1850 New Jersey ,Trenton ,NJ,8690,40.219219,-74.732491,thirdfedbank.com,(609) 689-1010
LOC000050,Bank,Mercer County N J Teachers Federal Credit Union,2271 New Jersey ,Hamilton Township,NJ,8690,40.222675,-74.643727,mcnjtfcu.org,(609) 586-6669
LOC000051,Bank,Roma Bank,2300 New Jersey ,Robbinsville,NJ ,8691,40.19598,-74.599899,romabank.com,(609) 223-8300
LOC000052,Bank,Wells Fargo Bank,12 Main St,Robbinsville,NJ ,8691,40.216824,-74.623726,wellsfargo.com,(609) 259-8121
LOC000053,Bank,TD Bank,2283 New Jersey,Hamilton Township,NJ,8690,40.193357,-74.602993,tdbank.com,(609) 689-9115
LOC000054,Bank,First Choice Bank,2344 New Jersey ,Robbinsville,NJ ,8691,40.196242,-74.602646,firstchoice-bank.com,(609) 208-1199 
LOC000055,Public School,Lawrence High School,2525 Princeton Pike,Lawrenceville,NJ ,8648,40.26422,-74.730348,ltps.org,(609) 671-5510
LOC000056,Public School,Trenton Central High School,400 Chambers St,Trenton ,NJ,8609,40.21981,-74.743301,trenton.k12.nj.us,(609) 278-7260
LOC000057,Public School,Robbinsville High School,155 Robbinsville Edinburg Rd,Trenton ,NJ,8691,40.237413,-74.61507,wtpsmercer.k12.nj.us,(609) 632-0950�
LOC000058,Public School,Hightstown High School,25 Leshin Ln,Heightstown ,NJ ,8520,40.25971,74.529753,eastwindsorregionalschools.com,(609) 443-7738�
LOC000059,Public School,Reynolds Middle School,2145 Yardville-Hamilton Square Rd,Trenton ,NJ,8690,40.22035,-74.661663,hamilton.k12.nj.us,(609) 631-4162�
LOC000060,Public School,Steinert High School,2900 Klockner Rd,Trenton ,NJ,8609,40.216267,-74.661354,hamilton.k12.nj.us,(609) 631-4150�
LOC000061,Public School,Crockett Middle School,2631 Kuser Rd,Township ,NJ ,8691,40.206833,-74.646816,hamilton.k12.nj.us,(609) 631-4149
LOC000062,Public School,Alexander Elementary School,20 Robert Frost Dr,Trenton ,NJ,8690,40.217659,-74.653946,hamilton.k12.nj.us,(609) 631-4148
LOC000063,Public School,Sharon Elementary School,234 Sharon Rd,Robbinsville,NJ ,8691,40.212959,-74.576401,robbinsville.k12.nj.us,(609) 632-0960�
LOC000064,Public School,Hightstown High School,25 Leshin Ln,Heightstown ,NJ ,8520,40.25971,-74.529753, eastwindsorregionalschools.com,(609) 443-7738�
LOC000065,Public School,Allentown High School,27 High St,Allentown ,NJ ,8501,40.175251,-74.594715,ufrsd.net,(609) 259-7292�
LOC000066,Public School,Burlington Township High School,610 Fountain Ave,Burlington Township,NJ,8016,40.177349,-74.587849,burltwpsch.org,(609) 387-1713�
LOC000067,Airport,South Jersey Regional,68 Stacy Haines Rd,Lumberton,NJ,8048,39.944981,-74.837685,southjerseyairport.com,(609) 267-3131�
LOC000068,Airport,Flying W,60 Fostertown Rd,Medford,NJ,8055,39.932831,-74.810226,flyingwairport.com,(609) 267-7673�
LOC000069,Airport,Redwing Airport,60 Fostertown Rd,Medford,NJ,8055,40.027,-74.6922,n/a,(609) 298-6645�
LOC000070,Airport,Pemberton Airport 3NJ1,151 N Pemberton Rd,Pemberton,NJ ,8068,39.98384,-74.68378,n/a,(609) 575-7284�
LOC000071,Airport,Trenton Robbinsville Airport,106 Sharon Rd,Robbinsville,NJ ,8691,40.214226,-74.600609,robbinsvilleairport.com,(609) 259-1059�
LOC000072,Airport,Trenton-Mercer Airport,1100 Terminal Cir Dr,Ewing Township,NJ,8628,40.27755,-74.818237,state.nj.us,(609) 882-1601�
LOC000073,Airport,Princeton Airport,41 Airpark Rd,Princeton ,NJ ,8540,40.397041,-74.659309,princetonairport.com,(609) 921-3100�
LOC000074,Airport,Lakewood Township Airport,1900 Cedarbridge Ave,Lakewood Township ,NJ ,8701,40.065731,-74.17598,lakewoodnj.gov,(732) 363-6400�
LOC000075,Airport,Central Jersey Regional Airport,1034 Millstone River Rd,Hillsborough Township,NJ,8844,40.525616,-74.591539,centraljerseyairport.com,(908) 526-2822�
LOC000076,Airport,Old Bridge Airport,,Middlesex,NJ ,8831,40.328018,-74.351563,n/a,(732) 446-0303�
LOC000077,Federal Court Building,US District Court Clerk,402 E State St ,Trenton ,NJ,8608,40.221447,-74.757408,njd.uscourts.gov,(609) 989-2065�
LOC000078,County Government,Superior Court-Mercer County,175 S Broad St,Trenton ,NJ,8608,40.217197,-74.764198,judiciary.state.nj.us,(609) 571-4000�
LOC000079,City Government,City of Trenton: Municipal Courts,225 N Clinton Ave,Trenton ,NJ,8609,40.227222,-74.753937,trentonnj.org,(609) 989-3700�
LOC000080,City Government,Hamilton Twp Municipal Court,1270 Whitehorse Mercerville Rd,Trenton ,NJ,8619,40.212736,-74.692315,,(609) 581-4072�
LOC000081,Shopping Mall,Quaker Bridge Mall,150 Quakerbridge Mall,Lawrenceville,NJ ,8648,40.294776,-74.68263,simon.co,(609) 799-8177�
LOC000082,City Utilities,West Windsor Waterworks,193 Princeton Hightstown Rd ,Princeton Junction,NJ,8550,40.30241,-74.602478,,(609) 799-2400
LOC000083,City Utilities,TCNJ Civil Engineering Senior Bridge Design Project,2000 Pennington Rd,Ewing Township,NJ,8618,40.271272,-74.783044,tcnjseniorproject.webs.com,(908) 763-4009
LOC000084,University,Rider University,2083 Lawrenceville Rd,Lawrence Township,NJ ,8648,40.277871,-74.732413,rider.edu,(609) 896-5000�
LOC000085,University,Strayer University,3150 Brunswick Pike,Trenton ,NJ ,8648,40.28212,-74.690987,strayer.edu,(609) 406-7600�
LOC000086,University,Institute for Advanced Study,1 Einstein Dr,Princeton,NJ ,8540,40.332867,-74.665822,ias.edu,(609) 734-8000�
LOC000087,Port Authority,Georgia Ports Authority,333 Thornall St,Edison ,NJ ,8837,40.55927,-74.337354,gaports.com,(732) 549-8100�
LOC000088,Port Authority,New York Nj Port Authority,5 Teleport Dr,Staten Island ,NY ,10311,40.605076,-74.178276,panynj.gov,(212) 435-3008
LOC000089,Port Authority,The Port Authority,2777 Goethals Rd N,Staten Island ,NY ,10303,40.628376,-74.181068,panynj.gov,(718) 390-2503�
LOC000090,Port Authority,Port Authority of New York and New Jersey,225 Park Ave S,New York ,NY ,10003,40.737148,-73.987885,panynj.gov,908-354-4044
LOC000091,Port Authority,Port Authority of Ny,1 Teleport Dr,Staten Island ,NY ,10311,40.605843,-74.178825,panynj.gov,(718) 477-1371�
LOC000092,Port Authority,Borough of Conshohocken Athrty,601 E Elm St,Conshohocken,PA,19428,40.073502,-75.295386,conshohockensa.com,(610) 828-0979
LOC000093,City Utilities,Warwick Township Water and Sewer Authority,1733 Township Green,Jamison,PA,18929,40.24794,-75.095867,wtwsa.org,(215) 343-3584
LOC000094,County Utilities,Septic Services in Philadelphia / Bucks / Chester / Montgomery PA,Unavailable,Dublin ,PA ,18917,40.431823,-76.296944,pasepticsolutions.com,(267) 566-0487�
LOC000095,County Utilities,"DeMaio Electrical Company, Inc.",330 Roycefield Rd,Hillsborough Township,NJ,8844,40.533368,-74.640716,demaioelectric.com,(908) 231-8282
LOC000096,County Utilities,Dynatec Systems,909 Jacksonville Rd,Burlington Township ,NJ ,8016,40.06345,-74.824974,dynatecsystems.com,(609) 387-0330
LOC000097,County Utilities,Flemington Sewage Treatment,PO Box 387,Flemington ,NJ ,8822,40.569851,-74.813873,flemington-nj.com,(908) 782-4554�
LOC000098,Toll Plaza,Asbury Park Toll Plaza - Garden State Parkway,New Jersey 444,Tinton Falls ,NJ ,7753,40.299568,-74.092529,state.nj.us,
LOC000099,Toll Plaza,Delaware River Joint Toll Bridge,110 Woodcrest Rd,Morrisville ,PA ,19067,40.258789,-74.871941,drjtbc.org, (215) 295-5061 
LOC000100,Toll Plaza,E-Z Pass Services Center,375 McCarter Hwy,Newark  ,NJ ,7114,40.720586,-74.179028,ezpassde.com,(973) 368-1499�
LOC000101,Toll Plaza,The Parking Spot 2,350 Carnegie Ave,Newark  ,NJ ,7114,40.695887,-74.188604,theparkingspot.com,(973) 624-9000�
LOC000102,Toll Plaza,Raritan Toll Plaza - Garden State Parkway,Garden State Parkway,Sayreville,NJ ,8879,40.488876,-74.302632,nj.gov,
LOC000103,Toll Plaza,Expresspark - North Lot Airport Parking,1070 Tinicum Island Rd,Philadelphia ,PA ,19113,39.866841,-75.270033,n/a,(610) 595-0244�
LOC000104,Electrical Power Station,"Hitachi Power Systems America, Ltd.",645 Martinsville Rd,Basking Ridge ,NJ ,7920,40.650772,-74.577126,hitachipowersystems.us,(908) 605-2800
LOC000105,Electrical Power Station,Limerick Generating Station,3146 Sanatoga Rd,Pottstown,PA ,19464,40.230551,-75.581229,exeloncorp.com,(800) 483-3220
LOC000106,Electrical Power Station,"Hitachi Power Systems America, Ltd.",645 Martinsville Rd,Basking Ridge ,NJ ,7920,40.650772,-74.577126,hitachipowersystems.us,908) 605-2800�
LOC000107,Electrical Power Station,Ppl Generation,6605 Foul Rift Rd,Bangor ,PA ,18013,40.796742,-75.10516,pplweb.com,(610) 498-2282�
LOC000108,Electrical Power Station,Est Group Inc,2701 Township Line Rd,Hatfield ,PA ,19440,40.299625,-75.306862,estgroup.cwfc.com,(215) 721-1100�
LOC000109,Electrical Power Station,Holtec International Inc,555 Lincoln Dr W,Marlton,NJ ,8053,39.901913,-74.93705,holtecinternational.com,(856) 797-0900
LOC000110,Power Parts Manufacturers,Logan Generating Plant,76 Rte 130,Swedesboro,NJ ,8085,39.791412,-75.405037,n/a,(856) 467-2128�
LOC000111,Electrical Power Station,Exelon Generation Co LLC,300 Exelon Way,Kennett Square,PA ,19348,39.854395,-75.698037,exeloncorp.com,610) 765-5959
LOC000112,Atomic Energy ,Peach Bottom Atomic Power Station,1848 Lay Rd,Delta ,PA ,17314,39.766207,-76.275452,nrc.gov,(717) 456-7014 
LOC000113,Electrical Power Station,PSE&G,16 Tremont Ct,Newark ,DE ,19711,39.748035,-75.72702,pseg.com,(302) 235-2349 
LOC000114,Electrical Power Station,Nickle Electrical Companies,14 Mill Park Ct,Newark ,DE ,19713,39.685993,-75.698845,nickleelectrical.com,(302) 453-4000
LOC000115,City Fire Station,Plymouth Fire Company #1,1323 Colwell Ln,Conshohocken,PA ,19428,40.089588,-75.302567,�plymouthfireco.com,(610) 233-0602
LOC000116,City Police,Newark Police Department,220 Elkton Rd,Newark ,DE,19711,39.677731,-75.763466,cityofnewarkde.us,302) 366-7104 
LOC000117,State Police,State Police,3301 Kirkwood Hwy,Wilmington,DE,19808,39.737013,-75.627082,dsp.delaware.gov,(302) 633-5000 
LOC000118,City Police,Wilmington Police Department,300 N Walnut St,Wilmington,DE,19801,39.738735,-75.548157,ci.wilmington.de.us,302) 654-5151
LOC000119,City Police,New Castle City Police Department,1 Municipal Blvd,New Castle,DE,19720,39.669941,-75.562233,newcastlepd.us,302) 322-9800 
LOC000120,County Facilities,Cecil County Detention Center,500 Landing Ln,Elkton ,MD,21921,39.599104,-75.840221,cecilcountysheriff.org,(410) 996-5559 
LOC000121,City Police,Elkton Police Department,100 Railroad Ave,Elkton ,MD,21921,39.610674,-75.831878,elktonpolicedepartment.org,(410) 398-4200�
LOC000122,State Auto Inspection,Motor Vehicle Commission,698 Oak Tree Ave,South Plainfield,NJ,7080,40.577752,-74.394218,state.nj.us,(609) 292-6500
LOC000123,Auto Gas Station,Maple Shade Lukoil,100 E Kings Hwy,Maple Shade Township,NJ,8052,39.933323,-74.992432,lukoil.com,856) 778-9505�
LOC000124,Auto Gas Station,Glassboro Lukoil,100 Delsea Dr N,Glassboro,NJ ,8028,39.705389,-75.108028,lukoil.com,856) 881-0112
LOC000125,Bank,Citizens Bank,40 Chestnut Hill Plaza,Newark,DE,19713,39.662358,-75.723753,citizensbank.com ,(302) 456-7111�
LOC000126,Bank,PNC Bank,25 Pencader Plaza,Newark,DE,19713,39.659992,-75.735857,pnc.com,302) 733-7170�
LOC000127,Bank,Wells Fargo Bank,622 S College Ave,Newark,DE,19713,39.660992,-75.752586,wellsfargo.com,(800) 869-3557
LOC000128,Airport,Newark International Airport,3 Brewster Rd,Newark,NJ ,7114,40.707795,-74.17323,panynj.gov,973) 961-6000�
LOC000129,Bank,Bank of America,176 South St,Newark,NJ ,7114,40.721919,-74.171004,locators.bankofamerica.com,973) 690-5535�
LOC000130,Bank,PNC Bank,550 Frelinghuysen Ave,Newark,NJ ,7114,40.702235,-74.19558,pnc.com,973) 639-7100�
LOC000131,Bank,Newark Currency Services,1 Newark International Airport St,Newark,NJ ,7114,40.748497,-74.18032,n/a,(973) 824-2234�
LOC000132,Bank,Federal APD,70 Brewster Rd,Newark,NJ ,7114,40.707973,-74.169781,federalapd.com,973) 792-1400�
LOC000133,Bank,American Airlines FCU,34 Terminal A,Newark,NJ ,7114,40.670567,-74.106621,�aacreditunion.org,973) 961-4147�
LOC000134,Bank,Alliant Credit Union,1 Brewster Rd,Newark,NJ ,7114,40.707794,-74.173241,alliantcreditunion.org,800) 328-1935�
LOC000135,Bank,ATM (Swift Fuel),344 Brewster Rd,Newark,NJ ,7114,40.707694,-74.162399,cardtronics.com,n/a
LOC000136,University,Seton Hall University,400 S Orange Ave,South Orange ,NJ ,7079,40.744634,-74.247389,shu.edu,973) 761-9000�
LOC000137,University,Montclair State University,1 Normal Ave,Montclair ,NJ ,7043,40.857235,-74.198475,montclair.edu,(973) 655-4000�
LOC000138,University,Rutgers-Newark,249 University Ave,Newark,NJ ,7102,40.739186,-74.175157,rutgers.edu,(973) 353-1766�
LOC000139,University,Kean University,1000 Morris Ave,Union,NJ ,7083,40.678486,-74.234306,kean.edu,(908) 737-5326�
LOC000140,Medical School,New Jersey Medical School,185 S Orange Ave,Newark,NJ ,7103,40.738677,-74.190268,njms.umdnj.edu,(973) 972-4538�
LOC000141,Public School,Newark Public Schools,2 Cedar St ,Newark,NJ ,7102,40.737987,-74.170975,nps.k12.nj.us,(973) 733-7360�
LOC000142,Public School,Malcolm X Shabazz High School,80 Johnson Road,Newark,NJ ,7108,40.719604,-74.192457,http://www.nps.k12.nj.us/sha,(973) 733-6760�
LOC000143,Public School,Lafayette Street Elementary School,205�Lafayette Street,Newark,NJ ,7105,40.729562,-74.163763,http://www.nps.k12.nj.us/,(973) 465-4860�
LOC000144,Public School,Weequahic High School,279 Chancellor Ave,Newark,NJ ,7112,40.708668,-74.219957,http://www.nps.k12.nj.us/,(973) 705-3900�
LOC000145,Public School,West Side High School,403 S Orange Ave,Newark,NJ ,7103,40.741066,-74.202959,�ci.newark.nj.us,973) 733-6977�
LOC000146,City Utilities,Passaic Valley Sewerage Commission,600 Wilson Ave,Newark,NJ ,7105,40.714765,-74.13612,nj.gov,(973) 344-1800�
LOC000147,Utility Production,Raleia Inc,86 Warwick Rd,Hillside ,NJ ,7205,40.688812,-74.23539,n/a,(908) 354-7465�
LOC000148,Hotel,Best Western Plus Newark Airport West,101 International Way,Newark,NJ ,7114,40.688812,-74.23539,bestwestern.com,(973) 621-6200�
LOC000149,Hotel,Knights Inn Newark Airport Elizabeth,178 Spring St,Elizabeth ,NJ ,7201,40.665083,-74.205245,knightsinn.com,(908) 353-3030�
LOC000150,Hotel,DoubleTree by Hilton Hotel Newark Airport,128 Frontage Rd,Newark,NJ ,7114,40.711875,-74.163519,doubletree3.hilton.com,(973) 690-5500�
LOC000151,Rail,NS Thoroughbred Bulk Transfer Terminal,123 Dowd Ave,Elizabeth ,NJ ,7206,40.658112,-74.18477,nscorp.com,888) 928-7727�
LOC000152,Rail,Amtrak Station - EWR,72 S Clinton Ave,Trenton ,NJ ,7114,40.225884,-74.772697,amtrak.com,(800) 872-7245�
LOC000153,Rail,Progress Rail Services ,2380 Tripoli St,Elizabeth ,NJ ,7201,40.673125,-74.157436,progressrail.com,(908) 353-2222�
LOC000154,Rail,Amtrak Station-MET,100 Middlesex Essex Turnpike,Iselin,NJ ,8830,40.5681,-74.327266,amtrak.com,(800) 872-7245�
LOC000155,Rail,"Amtrak New Brunswick, NJ-NBK",1 County Road 527,New Brunswick,NJ ,8901,40.50145,-74.458069,amtrak.com,800) 872-7245�
LOC000156,Health Care Facility,Newark Community Health Center Inc,101 Ludlow St,Newark,NJ,7114,40.689824,-74.205252,nchcfqhc.org,973) 565-0355�
LOC000157,Hospital,Trinitas Regional Medical Center,655 E Jersey St,Elizabethport,NJ,7206,40.658957,-74.198,trinitasrmc.org,908) 994-7000�
LOC000158,Hospital,Saint Michael's Medical Center,111 Central Ave,Newark,NJ,7102,40.743221,-74.174263,smmcnj.org,973) 877-5000�
LOC000159,Hospital,Clara Maass Medical Center,1 Clara Maass Dr,,NJ,7109,40.784173,-74.176172,barnabashealth.org,973) 450-2000�
LOC000160,Hospital,Childrens Specialized Hospital,3575 Quakerbridge Rd,,NJ,8619,40.257512,-74.678968,childrens-specialized.org,609) 631-2800�
LOC000161,Airport,Trenton Mercer Airport ,1100 Terminal Circle Drive ,,NJ,8628,40.276697,-74.818355,www.state.nj.us/counties/mercer/departments/airport/contact.html,(609) 882-1601
LOC000162,Airport,Trenton Robbinsville Airport,106 Sharon Road Robbinsville,,NJ,8691,40.214226,-74.600609,http://www.robbinsvilleairport.com/,(609) 259-1059
LOC000163,Electrical Power Station,Ocean Power Technologies,1590 Reed Rd,,NJ,8534,40.297695,-74.79467,oceanpowertechnologies.com,(609) 730-0400�
LOC000164,Electrical Power Station,PLCCenter.com,111 Mt Holly Bypass,,NJ,8048,39.973201,-74.803135,plccenter.com,609) 288-9393�
LOC000165,Electrical Power Station,Parlin Power Plant,790 Washington Rd,,NJ,8859,40.458614,-74.326378,�ge.com,732) 238-8633�
LOC000166,Electrical Power Station,NWL Transformers Inc,312 Rising Sun Rd,Bordentown,NJ,8505,40.119991,-74.714653,nwl.com,609) 298-7300�
LOC000167,Shopping Mall,Quaker Bridge Mall,150 Quakerbridge Mall,,NJ,8648,40.294512,-74.682234,simon.com,(609) 799-8177�
LOC000168,Shopping Mall,Lawrence Shopping Center,2495 Brunswick Ave,,NJ,8648,40.259018,-74.728416,n/a,609) 620-1011�
LOC000169,Shopping Mall,Hopewell Crossing Shopping Center,800 Denow Rd Ste T,Pennington,NJ,8534,40.30074,-74.779357,n/a,609-818-0563
LOC000170,Shopping Mall,Clover Square,3100 Quakerbridge Rd,Trenton ,NJ,8619,40.246534,-74.686648,n/a,n/a
LOC000171,Shopping Mall,MarketFair,3535 U.S. 1,Princeton,NJ,8540,40.314309,-74.658768,marketfairmall.com,609) 452-7777�
LOC000172,State Government Projects,TCNJ Civil Engineering Senior Bridge Design Project,2000 Pennington Rd,,NJ,8618,40.271272,-74.783044,tcnjseniorproject.webs.com,(908) 763-4009�
LOC000173,State Police,State Police,1 River Rd,,NJ,8628,40.275082,74.852692,njsp.org,609) 882-2000�
LOC000174,State DOT,New Jersey Department of Transportation,Parkway Ave�,Ewing Township,NJ,8618,40.245381,-74.783865,dot.gov,609) 530-2103�
LOC000175,State Police,Nj State Police,278 Prospect Plains Rd,,NJ,8512,40.326645,-74.482666,njsp.org,973) 344-1704�
LOC000176,State Lottery,Lottery Commission,1 Lawn Park Ave,Trenton ,NJ,8648,40.26341,-74.740761,njlottery.net,(609) 599-5875�
LOC000177,Medical Facility,Ann Klein Forensic Center,Stuyvesant Ave,West Trenton,NJ,8628,40.246478,-74.799638,�nj.gov,609) 633-0900�
LOC000178,U. S. Military Facility,Army National Guard Aviation,152 Scotch Rd,West Trenton,NJ,8628,40.273254,-74.802681,nj.gov,(609) 530-4251�
LOC000179,U. S. Military Facility,Shipyard Shops,1000 S Madison St,Wilmington,De,19801,,,shipyardshopsoutlets.com,302) 888-4562�
LOC000180,Historic Military Facility,Ft Delaware,6615 New York 97,New Castle ,DE,12764,39.59,-75.571945,n/a,n/a
LOC000181,U. S. Military Facility,US Marine Corps Training,3920 Kirkwood Hwy,Wilmington,DE,19808,39.7286,-75.646477,marines.mil,302) 998-6695�
LOC000182,U. S. Military Facility,Delaware National Guard,1st Regiment Rd,,DE,19808,39.733681,-75.667809,delawarenationalguard.com,302) 854-7024�
LOC000183,U. S. Military Facility,Air National Guard,2600 Spruance Dr,New Castle,DE,19720,39.689536,-75.603171,goang.com,302) 323-3444�
LOC000184,U. S. Military Facility,Air Force Recruiter,Newark Shopping Center,Newark,DE,19711,39.685532,-75.743759,airforce.com,302) 731-1014�
LOC000185,Public School,Bayard Middle School,200 S Dupont St,,DE,19805,39.74321,-75.571754,bayardms.org,302-429-4118
